chrom	start	end	gene	cov	strand	numSamples	clusters
NC_005823.1	3234996	3235188	LIC_RS13685	1	+	1	3849
NC_005823.1	3235598	3236158	unaware	2	+	1	3850
NC_005823.1	3236228	3236869	LIC_RS13695	2	+	2	3851
NC_005823.1	3236384	3237023	LIC_RS13695	1	+	1	3852
NC_005823.1	3236438	3236866	LIC_RS13695	1	+	1	3853
NC_005823.1	3237375	3237849	unaware	2	+	2	3854
NC_005823.1	3237601	3238519	LIC_RS13705:unaware:LIC_RS13705:unaware	8	+	4	3855
NC_005823.1	3237869	3238541	LIC_RS13705	6	+	5	3856
NC_005823.1	3238765	3239124	unaware	11	+	1	3857
NC_005823.1	3239249	3239482	LIC_RS13710	1	+	1	3858
NC_005823.1	3239316	3240333	LIC_RS13710	45	+	4	3859
NC_005823.1	3241257	3241850	LIC_RS13715	10	+	4	3860
NC_005823.1	3241838	3242249	unaware	2	+	1	3861
NC_005823.1	3242534	3243261	LIC_RS13720	3	+	1	3862
NC_005823.1	3243292	3244259	unaware	6	+	1	3863
NC_005823.1	3245723	3245995	unaware	4	+	3	3864
NC_005823.1	3245744	3245996	unaware	3	+	1	3865
NC_005823.1	3246013	3246310	unaware	2	+	1	3866
NC_005823.1	3246041	3246557	NC_005823.1:3246289..3246387	2	+	1	3867
NC_005823.1	3246112	3246454	NC_005823.1:3246289..3246387	5	+	2	3868
NC_005823.1	3246305	3247180	LIC_RS13725	12	+	5	3869
NC_005823.1	3247401	3248535	LIC_RS22710	1	+	1	3870
NC_005823.1	3247494	3248936	LIC_RS22710	1	+	1	3871
NC_005823.1	3247865	3248660	LIC_RS22710	1	+	1	3872
NC_005823.1	3248171	3248557	LIC_RS22710	1	+	1	3873
NC_005823.1	3248198	3248749	LIC_RS22710	1	+	1	3874
NC_005823.1	3248298	3248593	LIC_RS22710	1	+	1	3875
NC_005823.1	3248330	3248785	LIC_RS22710	1	+	1	3876
NC_005823.1	3250342	3251120	LIC_RS13745	7	+	5	3877
NC_005823.1	3254684	3254956	unaware	2	+	1	3878
NC_005823.1	3257925	3258230	unaware	2	+	1	3879
NC_005823.1	3262775	3263393	unaware	2	+	1	3880
NC_005823.1	3263520	3264107	unaware	6	+	4	3881
NC_005823.1	3264181	3264862	unaware	4	+	1	3882
NC_005823.1	3264341	3264813	unaware	2	+	1	3883
NC_005823.1	3267526	3268339	unaware	2	+	1	3884
NC_005823.1	3267911	3268344	unaware	3	+	1	3885
NC_005823.1	3268058	3268344	unaware	7	+	1	3886
NC_005823.1	3268375	3269392	LIC_RS13790	2	+	1	3887
NC_005823.1	3268528	3269252	LIC_RS13790	8	+	5	3888
NC_005823.1	3272516	3273018	LIC_RS13805	41	+	5	3889
NC_005823.1	3273871	3274188	unaware	3	+	1	3890
NC_005823.1	3279993	3280599	unaware	2	+	1	3891
NC_005823.1	3281261	3281717	unaware	2	+	3	3892
NC_005823.1	3286243	3286380	unaware	2	+	3	3893
NC_005823.1	3294807	3295976	LIC_RS13890	15	+	4	3894
NC_005823.1	3295769	3296060	LIC_RS13895	21	+	1	3895
NC_005823.1	3295795	3296060	LIC_RS13895	2	+	1	3896
NC_005823.1	3295886	3296132	LIC_RS13895	2	+	1	3897
NC_005823.1	3297209	3297814	LIC_RS13900:unaware	7	+	3	3898
NC_005823.1	3297530	3298148	LIC_RS13900	3	+	2	3899
NC_005823.1	3298082	3298475	LIC_RS13905	4	+	1	3900
NC_005823.1	3298998	3299679	LIC_RS13915	12	+	3	3901
NC_005823.1	3299717	3300508	LIC_RS13920	4	+	1	3902
NC_005823.1	3301277	3301828	unaware	5	+	1	3903
NC_005823.1	3302243	3302418	unaware	2	+	1	3904
NC_005823.1	3303204	3303793	unaware	2	+	1	3905
NC_005823.1	3304916	3305532	unaware	2	+	1	3906
NC_005823.1	3306435	3307006	unaware	2	+	1	3907
NC_005823.1	3306799	3307361	LIC_RS13940	1	+	1	3908
NC_005823.1	3306848	3307972	LIC_RS13940	12	+	5	3909
NC_005823.1	3307840	3308611	LIC_RS13945	1	+	1	3910
NC_005823.1	3307921	3308766	unaware:LIC_RS13945	7	+	2	3911
NC_005823.1	3308156	3308584	LIC_RS13945	1	+	1	3912
NC_005823.1	3308243	3308859	LIC_RS13945	8	+	5	3913
NC_005823.1	3309446	3310097	unaware	2	+	1	3914
NC_005823.1	3309965	3310196	unaware	6	+	4	3915
NC_005823.1	3310076	3310494	LIC_RS13950	1	+	1	3916
NC_005823.1	3310280	3310667	LIC_RS13950	1	+	1	3917
NC_005823.1	3310391	3311132	unaware	78	+	5	3918
NC_005823.1	3311816	3312647	unaware	2	+	2	3919
NC_005823.1	3311970	3312606	LIC_RS21425	5	+	2	3920
NC_005823.1	3312032	3313733	LIC_RS21425	1	+	1	3921
NC_005823.1	3313005	3313575	unaware	9	+	2	3922
NC_005823.1	3315808	3316229	unaware	4	+	2	3923
NC_005823.1	3316194	3316839	unaware	3	+	1	3924
NC_005823.1	3316219	3317113	LIC_RS13975	2	+	1	3925
NC_005823.1	3316270	3316599	LIC_RS13975	4	+	1	3926
NC_005823.1	3316335	3317270	LIC_RS13975:LIC_RS13980	58	+	8	3927
NC_005823.1	3318990	3319947	unaware	2	+	1	3928
NC_005823.1	3319687	3319916	unaware	2	+	1	3929
NC_005823.1	3319724	3320215	unaware	12	+	2	3930
NC_005823.1	3320164	3321323	LIC_RS13990	3	+	2	3931
NC_005823.1	3320350	3321371	LIC_RS13990	3	+	2	3932
NC_005823.1	3321912	3322417	LIC_RS13995	1	+	1	3933
NC_005823.1	3322059	3323305	LIC_RS13995	1	+	1	3934
NC_005823.1	3322759	3323369	LIC_RS14000	5	+	3	3935
NC_005823.1	3322866	3323418	LIC_RS14000:unaware:unaware	33	+	7	3936
NC_005823.1	3323544	3324369	LIC_RS14005	3	+	4	3937
NC_005823.1	3323745	3324392	unaware	20	+	2	3938
NC_005823.1	3324333	3324819	unaware	2	+	1	3939
NC_005823.1	3324579	3325301	unaware	8	+	2	3940
NC_005823.1	3324601	3325677	LIC_RS14010	1	+	1	3941
NC_005823.1	3325576	3326323	LIC_RS14010	1	+	1	3942
NC_005823.1	3325640	3326243	unaware	35	+	2	3943
NC_005823.1	3327116	3327606	unaware	16	+	4	3944
NC_005823.1	3327278	3327459	unaware	2	+	1	3945
NC_005823.1	3328217	3328921	unaware	2	+	1	3946
NC_005823.1	3328501	3328915	unaware	4	+	1	3947
NC_005823.1	3328568	3328924	unaware	2	+	1	3948
NC_005823.1	3328676	3328907	unaware	2	+	1	3949
NC_005823.1	3329631	3330091	LIC_RS14025	1	+	1	3950
NC_005823.1	3329658	3330180	LIC_RS14025	2	+	2	3951
NC_005823.1	3329697	3329897	LIC_RS14025	1	+	1	3952
NC_005823.1	3329751	3330078	unaware	33	+	5	3953
NC_005823.1	3330556	3331176	LIC_RS14030	1	+	2	3954
NC_005823.1	3330750	3330966	LIC_RS14030	1	+	1	3955
NC_005823.1	3330890	3331613	LIC_RS14030	2	+	1	3956
NC_005823.1	3334396	3334756	unaware	3	+	2	3957
NC_005823.1	3335452	3335696	unaware	2	+	1	3958
NC_005823.1	3338337	3339389	unaware	2	+	1	3959
NC_005823.1	3338502	3339291	LIC_RS14065	21	+	5	3960
NC_005823.1	3338664	3339156	LIC_RS14070	1	+	2	3961
NC_005823.1	3338912	3339382	LIC_RS14070	18	+	3	3962
NC_005823.1	3339375	3339783	LIC_RS14075	8	+	2	3963
NC_005823.1	3339636	3340247	unaware	30	+	4	3964
NC_005823.1	3339772	3340098	LIC_RS14080	36	+	2	3965
NC_005823.1	3340229	3340525	unaware	2	+	1	3966
NC_005823.1	3340496	3341117	unaware	2	+	1	3967
NC_005823.1	3341143	3341633	LIC_RS14090:LIC_RS14085:LIC_RS14085	26	+	5	3968
NC_005823.1	3341445	3341930	LIC_RS14090	1	+	1	3969
NC_005823.1	3341476	3341868	LIC_RS14090	2	+	1	3970
NC_005823.1	3341531	3342246	LIC_RS14090	2	+	1	3971
NC_005823.1	3341962	3342505	unaware	25	+	2	3972
NC_005823.1	3342859	3343263	LIC_RS14095	1	+	1	3973
NC_005823.1	3342975	3343231	LIC_RS14095	1	+	1	3974
NC_005823.1	3343985	3344930	LIC_RS14100	9	+	1	3975
NC_005823.1	3344019	3344898	LIC_RS14100	6	+	1	3976
NC_005823.1	3344097	3344565	LIC_RS14100	2	+	1	3977
NC_005823.1	3344417	3345010	LIC_RS14105	4	+	2	3978
NC_005823.1	3344535	3344952	LIC_RS14105	1	+	1	3979
NC_005823.1	3344970	3345574	LIC_RS14110	10	+	3	3980
NC_005823.1	3346732	3347098	LIC_RS14115	2	+	1	3981
NC_005823.1	3347121	3347825	unaware	5	+	2	3982
NC_005823.1	3347748	3348118	unaware	3	+	1	3983
NC_005823.1	3348242	3349599	LIC_RS14120	1	+	1	3984
NC_005823.1	3348276	3348770	LIC_RS14120	6	+	1	3985
NC_005823.1	3348691	3349132	LIC_RS14120	2	+	1	3986
NC_005823.1	3349270	3349598	unaware	3	+	1	3987
NC_005823.1	3350454	3350907	unaware	7	+	1	3988
NC_005823.1	3351651	3351923	unaware	2	+	2	3989
NC_005823.1	3352399	3352918	unaware	3	+	1	3990
NC_005823.1	3352896	3353585	LIC_RS14135	38	+	6	3991
NC_005823.1	3355176	3355861	LIC_RS14150	15	+	4	3992
NC_005823.1	3361223	3361563	unaware	2	+	1	3993
NC_005823.1	3362209	3362482	unaware	2	+	1	3994
NC_005823.1	3365567	3365964	unaware	2	+	3	3995
NC_005823.1	3365659	3366337	LIC_RS14180	1	+	1	3996
NC_005823.1	3365725	3366292	LIC_RS14180	1	+	1	3997
NC_005823.1	3365801	3366309	LIC_RS14180	1	+	1	3998
NC_005823.1	3365849	3366424	LIC_RS14180	2	+	1	3999
NC_005823.1	3365943	3366323	LIC_RS14180	2	+	2	4000
NC_005823.1	3366387	3367056	unaware	2	+	1	4001
NC_005823.1	3366776	3367280	unaware	2	+	1	4002
NC_005823.1	3366941	3367282	unaware	9	+	4	4003
NC_005823.1	3371197	3372033	unaware	2	+	1	4004
NC_005823.1	3371242	3372032	unaware	2	+	1	4005
NC_005823.1	3371427	3372049	LIC_RS14195	21	+	6	4006
NC_005823.1	3373027	3373330	unaware	2	+	1	4007
NC_005823.1	3373919	3374303	unaware	2	+	1	4008
NC_005823.1	3374474	3374811	unaware	4	+	2	4009
NC_005823.1	3375160	3376031	unaware	3	+	1	4010
NC_005823.1	3375999	3376538	unaware	2	+	1	4011
NC_005823.1	3381819	3383061	LIC_RS14260	3	+	1	4012
NC_005823.1	3383185	3383391	unaware	9	+	1	4013
NC_005823.1	3383472	3383675	unaware	28	+	4	4014
NC_005823.1	3389025	3389209	unaware	3	+	1	4015
NC_005823.1	3391160	3391660	unaware	3	+	2	4016
NC_005823.1	3393130	3393775	LIC_RS14310:unaware	12	+	5	4017
NC_005823.1	3394807	3395002	unaware	4	+	3	4018
NC_005823.1	3395051	3395336	unaware	2	+	1	4019
NC_005823.1	3395806	3396233	LIC_RS14320	2	+	1	4020
NC_005823.1	3395930	3396208	LIC_RS14320	1	+	2	4021
NC_005823.1	3396056	3396672	LIC_RS14320	1	+	1	4022
NC_005823.1	3396502	3397074	LIC_RS14325	1	+	1	4023
NC_005823.1	3399474	3399832	unaware	2	+	2	4024
NC_005823.1	3404769	3405278	LIC_RS14360	42	+	5	4025
NC_005823.1	3406122	3407159	unaware	2	+	1	4026
NC_005823.1	3406213	3407864	unaware	4	+	1	4027
NC_005823.1	3406302	3406643	LIC_RS14365	1	+	1	4028
NC_005823.1	3406485	3406860	LIC_RS14365	1	+	1	4029
NC_005823.1	3406521	3407588	LIC_RS14365	11	+	4	4030
NC_005823.1	3407021	3407840	LIC_RS14370	49	+	5	4031
NC_005823.1	3408322	3408812	unaware	11	+	4	4032
NC_005823.1	3410114	3410512	unaware	11	+	4	4033
NC_005823.1	3410669	3411129	unaware	11	+	2	4034
NC_005823.1	3411215	3411736	unaware	8	+	1	4035
NC_005823.1	3412088	3412469	LIC_RS14400	1	+	1	4036
NC_005823.1	3412140	3412469	LIC_RS14400	1	+	1	4037
NC_005823.1	3412231	3412952	unaware:LIC_RS14405	9	+	4	4038
NC_005823.1	3412306	3413132	LIC_RS14405	2	+	1	4039
NC_005823.1	3412504	3413056	LIC_RS14405	1	+	1	4040
NC_005823.1	3413900	3414339	unaware	2	+	1	4041
NC_005823.1	3415839	3416327	unaware	2	+	1	4042
NC_005823.1	3415962	3416309	unaware	2	+	1	4043
NC_005823.1	3416925	3417197	unaware	2	+	1	4044
NC_005823.1	3419177	3419720	LIC_RS14445	15	+	5	4045
NC_005823.1	3419215	3419364	LIC_RS14445	1	+	1	4046
NC_005823.1	3419304	3419869	LIC_RS14445	12	+	3	4047
NC_005823.1	3420130	3420652	LIC_RS14455	1	+	1	4048
NC_005823.1	3420223	3420660	LIC_RS14455	2	+	1	4049
NC_005823.1	3420300	3420575	LIC_RS14455	1	+	1	4050
NC_005823.1	3420420	3420661	LIC_RS14455	1	+	1	4051
NC_005823.1	3421908	3422386	unaware	3	+	2	4052
NC_005823.1	3422024	3422289	unaware	3	+	1	4053
NC_005823.1	3423136	3424700	unaware	4	+	1	4054
NC_005823.1	3428248	3428917	unaware	2	+	1	4055
NC_005823.1	3428695	3429144	unaware	2	+	1	4056
NC_005823.1	3430451	3431356	LIC_RS14515:unaware:unaware	3	+	3	4057
NC_005823.1	3430902	3431536	unaware	2	+	1	4058
NC_005823.1	3431300	3431444	unaware	2	+	1	4059
NC_005823.1	3431742	3432030	unaware	2	+	1	4060
NC_005823.1	3431772	3432132	unaware	2	+	1	4061
NC_005823.1	3432755	3433474	LIC_RS14520	58	+	7	4062
NC_005823.1	3434401	3434768	unaware	3	+	1	4063
NC_005823.1	3434862	3435750	LIC_RS14530	2	+	1	4064
NC_005823.1	3435510	3435783	LIC_RS14530	3	+	1	4065
NC_005823.1	3437001	3438067	LIC_RS14540	3	+	1	4066
NC_005823.1	3437262	3438269	LIC_RS14540	3	+	2	4067
NC_005823.1	3440928	3441054	unaware	2	+	1	4068
NC_005823.1	3441186	3441847	unaware	3	+	1	4069
NC_005823.1	3441333	3442461	unaware	2	+	1	4070
NC_005823.1	3441407	3442233	LIC_RS14555	9	+	5	4071
NC_005823.1	3441435	3442301	LIC_RS14555	4	+	1	4072
NC_005823.1	3442185	3442553	LIC_RS14565	1	+	2	4073
NC_005823.1	3442231	3442516	LIC_RS14565	1	+	1	4074
NC_005823.1	3442323	3442563	LIC_RS14565	1	+	1	4075
NC_005823.1	3442503	3443091	LIC_RS14565	3	+	3	4076
NC_005823.1	3443407	3444709	LIC_RS14570	1	+	1	4077
NC_005823.1	3443543	3444083	LIC_RS14570	1	+	1	4078
NC_005823.1	3443651	3445191	unaware	11	+	4	4079
NC_005823.1	3444629	3445152	unaware:LIC_RS14580	18	+	3	4080
NC_005823.1	3444832	3445542	LIC_RS14580	17	+	4	4081
NC_005823.1	3446178	3446351	unaware	6	+	1	4082
NC_005823.1	3447143	3447502	unaware	12	+	4	4083
NC_005823.1	3447957	3448587	LIC_RS14590:unaware	11	+	4	4084
NC_005823.1	3448579	3449372	LIC_RS14590	7	+	4	4085
NC_005823.1	3449761	3450165	unaware	2	+	1	4086
NC_005823.1	3451114	3451960	LIC_RS14595	1	+	2	4087
NC_005823.1	3451483	3451888	LIC_RS14600	1	+	1	4088
NC_005823.1	3451937	3452444	unaware	2	+	1	4089
NC_005823.1	3453898	3454111	unaware	2	+	2	4090
NC_005823.1	3454152	3454370	unaware	3	+	1	4091
NC_005823.1	3458943	3459412	unaware	2	+	1	4092
NC_005823.1	3459674	3460105	unaware	2	+	1	4093
NC_005823.1	3459975	3460196	unaware	2	+	1	4094
NC_005823.1	3469169	3469413	unaware	3	+	2	4095
NC_005823.1	3471500	3471849	unaware	6	+	2	4096
NC_005823.1	3478633	3478818	unaware	2	+	1	4097
NC_005823.1	3478668	3478819	unaware	12	+	2	4098
NC_005823.1	3479372	3479959	unaware	2	+	1	4099
NC_005823.1	3483045	3483327	unaware	2	+	1	4100
NC_005823.1	3484456	3484998	unaware	4	+	2	4101
NC_005823.1	3484610	3485009	unaware	2	+	1	4102
NC_005823.1	3484721	3484943	unaware	2	+	1	4103
NC_005823.1	3485746	3486839	LIC_RS21530	1	+	1	4104
NC_005823.1	3485876	3486250	LIC_RS21530	2	+	3	4105
NC_005823.1	3486653	3486839	unaware	3	+	1	4106
NC_005823.1	3486711	3486962	unaware	3	+	1	4107
NC_005823.1	3489590	3490264	unaware	6	+	2	4108
NC_005823.1	3507610	3507955	unaware	10	+	4	4109
NC_005823.1	3508372	3508543	unaware	2	+	1	4110
NC_005823.1	3508503	3509653	LIC_RS14885	4	+	1	4111
NC_005823.1	3509214	3509638	unaware	2	+	1	4112
NC_005823.1	3509384	3509662	unaware	9	+	3	4113
NC_005823.1	3510714	3510949	unaware	6	+	3	4114
NC_005823.1	3511547	3511700	unaware	3	+	1	4115
NC_005823.1	3511578	3512242	unaware	2	+	1	4116
NC_005823.1	3514983	3515341	unaware	3	+	1	4117
NC_005823.1	3515244	3515786	LIC_RS14905	1	+	1	4118
NC_005823.1	3515356	3516569	LIC_RS14905	5	+	3	4119
NC_005823.1	3518776	3519183	unaware	2	+	1	4120
NC_005823.1	3520198	3521447	LIC_RS14910	1	+	1	4121
NC_005823.1	3520453	3521413	LIC_RS14910	1	+	1	4122
NC_005823.1	3521315	3522032	LIC_RS14915	1	+	1	4123
NC_005823.1	3521895	3522488	LIC_RS14915	1	+	1	4124
NC_005823.1	3522040	3522676	unaware	2	+	1	4125
NC_005823.1	3523604	3524060	unaware	3	+	2	4126
NC_005823.1	3524237	3524646	LIC_RS14925	1	+	2	4127
NC_005823.1	3524376	3525170	LIC_RS14925	5	+	5	4128
NC_005823.1	3524906	3525423	unaware	4	+	3	4129
NC_005823.1	3525146	3525649	LIC_RS14930	1	+	1	4130
NC_005823.1	3525262	3525774	LIC_RS14930	3	+	3	4131
NC_005823.1	3525443	3526242	LIC_RS14930	2	+	2	4132
NC_005823.1	3526890	3527336	unaware	2	+	1	4133
NC_005823.1	3528224	3528536	unaware	2	+	1	4134
NC_005823.1	3530420	3530726	unaware	3	+	1	4135
NC_005823.1	3531721	3532387	unaware	50	+	5	4136
NC_005823.1	3533900	3534565	unaware	2	+	4	4137
NC_005823.1	3535310	3536186	LIC_RS22765	2	+	1	4138
NC_005823.1	3535342	3535536	unaware	2	+	1	4139
NC_005823.1	3537741	3538305	LIC_RS14965	1	+	1	4140
NC_005823.1	3537879	3538558	LIC_RS14965	1	+	2	4141
NC_005823.1	3537941	3538535	LIC_RS14965	1	+	2	4142
NC_005823.1	3538052	3538502	LIC_RS14965	1	+	2	4143
NC_005823.1	3539575	3540283	LIC_RS14970	2	+	1	4144
NC_005823.1	3539934	3541902	LIC_RS14970	1	+	1	4145
NC_005823.1	3539957	3540177	LIC_RS14970	3	+	1	4146
NC_005823.1	3540014	3541336	LIC_RS14975	2	+	1	4147
NC_005823.1	3541023	3541572	LIC_RS14975:LIC_RS14980:LIC_RS14980	5	+	5	4148
NC_005823.1	3541441	3542021	LIC_RS14980	3	+	1	4149
NC_005823.1	3545012	3545419	LIC_RS15005	44	+	5	4150
NC_005823.1	3546036	3546679	unaware	11	+	1	4151
NC_005823.1	3547259	3547729	LIC_RS15010	57	+	5	4152
NC_005823.1	3547501	3548846	LIC_RS15015	3	+	2	4153
NC_005823.1	3548096	3548459	LIC_RS15015	3	+	1	4154
NC_005823.1	3548892	3549249	unaware	12	+	2	4155
NC_005823.1	3549523	3550026	LIC_RS15020	4	+	2	4156
NC_005823.1	3549833	3550144	LIC_RS15020	1	+	1	4157
NC_005823.1	3551559	3552055	unaware	2	+	1	4158
NC_005823.1	3551734	3551974	unaware	4	+	1	4159
NC_005823.1	3552817	3553703	unaware	16	+	5	4160
NC_005823.1	3553329	3554266	LIC_RS15030	1	+	1	4161
NC_005823.1	3553677	3554692	LIC_RS15030	1	+	1	4162
NC_005823.1	3553891	3554151	LIC_RS15030	1	+	1	4163
NC_005823.1	3553940	3554177	LIC_RS15030	1	+	1	4164
NC_005823.1	3554782	3554929	LIC_RS15040	1	+	1	4165
NC_005823.1	3554817	3554927	LIC_RS15040	2	+	1	4166
NC_005823.1	3555526	3555702	LIC_RS21585	2	+	2	4167
NC_005823.1	3555547	3555699	LIC_RS21585	1	+	1	4168
NC_005823.1	3556447	3557411	unaware	2	+	1	4169
NC_005823.1	3561039	3561784	unaware	2	+	1	4170
NC_005823.1	3561187	3561502	LIC_RS15065	1	+	1	4171
NC_005823.1	3561480	3561971	LIC_RS15065	2	+	1	4172
NC_005823.1	3562237	3562817	unaware	28	+	4	4173
NC_005823.1	3563577	3563985	unaware	2	+	1	4174
NC_005823.1	3566846	3567084	unaware	3	+	1	4175
NC_005823.1	3566881	3567084	unaware	2	+	1	4176
NC_005823.1	3567911	3568358	LIC_RS15105:unaware	36	+	5	4177
NC_005823.1	3568324	3569324	LIC_RS23195	4	+	1	4178
NC_005823.1	3568989	3569289	unaware	4	+	2	4179
NC_005823.1	3569432	3569830	unaware	12	+	4	4180
NC_005823.1	3571545	3571934	unaware	2	+	1	4181
NC_005823.1	3575687	3576250	LIC_RS15145	2	+	1	4182
NC_005823.1	3575862	3576457	LIC_RS15150:unaware	32	+	5	4183
NC_005823.1	3576121	3576584	LIC_RS15150	1	+	1	4184
NC_005823.1	3576174	3576715	LIC_RS15150	1	+	1	4185
NC_005823.1	3576359	3577015	LIC_RS15150	2	+	1	4186
NC_005823.1	3577492	3577743	unaware	2	+	1	4187
NC_005823.1	3578469	3579014	unaware	2	+	3	4188
NC_005823.1	3578596	3578960	unaware	2	+	1	4189
NC_005823.1	3579971	3580905	unaware:LIC_RS15170:unaware	7	+	3	4190
NC_005823.1	3580364	3580891	unaware	4	+	2	4191
NC_005823.1	3580755	3581260	LIC_RS15175	1	+	1	4192
NC_005823.1	3580834	3581213	LIC_RS15175	1	+	1	4193
NC_005823.1	3580985	3581159	LIC_RS15175	2	+	1	4194
NC_005823.1	3581793	3581998	unaware	2	+	1	4195
NC_005823.1	3582614	3583160	unaware	2	+	1	4196
NC_005823.1	3583445	3584393	LIC_RS21605	1	+	1	4197
NC_005823.1	3583637	3584374	LIC_RS21605	1	+	1	4198
NC_005823.1	3583883	3584374	LIC_RS21605	1	+	1	4199
NC_005823.1	3583906	3584374	LIC_RS21605	2	+	1	4200
NC_005823.1	3583932	3584393	LIC_RS21605	1	+	1	4201
NC_005823.1	3584726	3585119	unaware	4	+	3	4202
NC_005823.1	3586503	3586804	unaware	2	+	1	4203
NC_005823.1	3586866	3587115	unaware	6	+	3	4204
NC_005823.1	3587704	3588198	unaware	5	+	3	4205
NC_005823.1	3588431	3588763	unaware	2	+	1	4206
NC_005823.1	3588637	3589032	unaware	2	+	1	4207
NC_005823.1	3588834	3589176	unaware	2	+	1	4208
NC_005823.1	3590936	3591399	unaware	3	+	1	4209
NC_005823.1	3591150	3591429	unaware	9	+	2	4210
NC_005823.1	3597224	3597565	unaware	2	+	1	4211
NC_005823.1	3598206	3598904	LIC_RS15245	1	+	1	4212
NC_005823.1	3598511	3598856	LIC_RS15245	1	+	1	4213
NC_005823.1	3598747	3599022	LIC_RS15245	1	+	1	4214
NC_005823.1	3598776	3599909	LIC_RS15245	2	+	1	4215
NC_005823.1	3598803	3599717	LIC_RS15245	1	+	2	4216
NC_005823.1	3603345	3604114	unaware	2	+	2	4217
NC_005823.1	3603374	3603922	unaware	2	+	1	4218
NC_005823.1	3603551	3604724	LIC_RS15260	152	+	7	4219
NC_005823.1	3603903	3604696	LIC_RS15265	1	+	1	4220
NC_005823.1	3603968	3604688	LIC_RS15265	1	+	1	4221
NC_005823.1	3604403	3604695	LIC_RS15265	615	+	5	4222
NC_005823.1	3604428	3604696	LIC_RS15265	1	+	1	4223
NC_005823.1	3610292	3610911	LIC_RS15290	5	+	3	4224
NC_005823.1	3610415	3610865	unaware	2	+	1	4225
NC_005823.1	3610727	3611204	LIC_RS15295	1	+	1	4226
NC_005823.1	3610848	3611201	LIC_RS15295	1	+	1	4227
NC_005823.1	3611172	3611879	unaware	9	+	2	4228
NC_005823.1	3611390	3611745	unaware	2	+	1	4229
NC_005823.1	3612855	3614017	LIC_RS15305	2	+	2	4230
NC_005823.1	3613002	3613766	LIC_RS15305	4	+	3	4231
NC_005823.1	3614803	3615000	unaware	2	+	1	4232
NC_005823.1	3615697	3616553	LIC_RS15320	1	+	1	4233
NC_005823.1	3615893	3616210	LIC_RS15320	1	+	1	4234
NC_005823.1	3616020	3616538	unaware	3	+	2	4235
NC_005823.1	3617547	3618138	LIC_RS15330	3	+	2	4236
NC_005823.1	3617627	3618105	unaware	2	+	2	4237
NC_005823.1	3617656	3617872	unaware	3	+	1	4238
NC_005823.1	3618942	3619210	LIC_RS15335	1	+	2	4239
NC_005823.1	3623636	3624100	unaware	8	+	3	4240
NC_005823.1	3626232	3626688	unaware	3	+	1	4241
NC_005823.1	3628796	3629414	LIC_RS15375	11	+	3	4242
NC_005823.1	3629954	3630306	LIC_RS23375	2	+	1	4243
NC_005823.1	3633702	3633907	unaware	2	+	1	4244
NC_005823.1	3634189	3634587	unaware	2	+	1	4245
NC_005823.1	3636224	3636439	unaware	2	+	1	4246
NC_005823.1	3639833	3640324	LIC_RS15405	26	+	4	4247
NC_005823.1	3640397	3641089	unaware	3	+	1	4248
NC_005823.1	3641648	3641999	unaware	3	+	1	4249
NC_005823.1	3642866	3643378	unaware	2	+	1	4250
NC_005823.1	3643002	3643574	unaware	3	+	3	4251
NC_005823.1	3646264	3646663	unaware	3	+	1	4252
NC_005823.1	3650592	3651243	unaware	2	+	2	4253
NC_005823.1	3650744	3651485	LIC_RS15445	13	+	4	4254
NC_005823.1	3655559	3656382	LIC_RS15455	2	+	1	4255
NC_005823.1	3655637	3656910	LIC_RS15455	1	+	1	4256
NC_005823.1	3655744	3657066	unaware	3	+	1	4257
NC_005823.1	3656165	3656348	unaware	2	+	1	4258
NC_005823.1	3657977	3659378	unaware	4	+	2	4259
NC_005823.1	3658023	3659609	LIC_RS15465	12	+	4	4260
NC_005823.1	3658069	3659501	unaware	2	+	1	4261
NC_005823.1	3663087	3663268	LIC_RS15485:unaware	6	+	3	4262
NC_005823.1	3663227	3664635	LIC_RS15485	7	+	1	4263
NC_005823.1	3665751	3666149	LIC_RS15495	11	+	4	4264
NC_005823.1	3667172	3668245	unaware	6	+	1	4265
NC_005823.1	3667297	3668264	unaware	6	+	1	4266
NC_005823.1	3670037	3670213	unaware	2	+	1	4267
NC_005823.1	3674565	3674782	unaware	2	+	2	4268
NC_005823.1	3676809	3677261	unaware	8	+	3	4269
NC_005823.1	3678030	3678192	unaware	7	+	2	4270
NC_005823.1	3679304	3679658	LIC_RS15535	17	+	5	4271
NC_005823.1	3679448	3679838	LIC_RS15535	13	+	4	4272
NC_005823.1	3680066	3680398	unaware	3	+	1	4273
NC_005823.1	3682138	3682294	unaware	4	+	1	4274
NC_005823.1	3683267	3683546	LIC_RS15545	1	+	1	4275
NC_005823.1	3683293	3683856	LIC_RS15545	1	+	1	4276
NC_005823.1	3683434	3683831	unaware	12	+	5	4277
NC_005823.1	3683996	3684547	unaware	3	+	1	4278
NC_005823.1	3684886	3685520	LIC_RS15550	2	+	2	4279
NC_005823.1	3684976	3685075	LIC_RS15550	1	+	1	4280
NC_005823.1	3685538	3685780	unaware	2	+	1	4281
NC_005823.1	3685694	3686715	LIC_RS21640	1	+	1	4282
NC_005823.1	3686492	3686808	LIC_RS21640	1	+	1	4283
NC_005823.1	3686593	3686883	LIC_RS21640	1	+	1	4284
NC_005823.1	3688228	3688633	unaware	3	+	2	4285
