chrom	strand	start	end	numGenes	numOfReads	genesIncluded
NC_005823.1	-	3464040	3468231	10	1	LIC_RS14700:LIC_RS14705:LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745
NC_005823.1	-	3464408	3464658	1	51	LIC_RS14705
NC_005823.1	-	3464411	3466691	6	2	LIC_RS14705:LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730
NC_005823.1	-	3464412	3465387	3	155	LIC_RS14705:LIC_RS14710:LIC_RS14715
NC_005823.1	-	3464412	3464950	2	113	LIC_RS14705:LIC_RS14710
NC_005823.1	-	3464427	3466073	4	91	LIC_RS14705:LIC_RS14710:LIC_RS14715:LIC_RS14720
NC_005823.1	-	3464432	3466395	5	12	LIC_RS14705:LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725
NC_005823.1	-	3464433	3468294	9	2	LIC_RS14705:LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745
NC_005823.1	-	3464488	3467620	8	1	LIC_RS14705:LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740
NC_005823.1	-	3464488	3467426	7	6	LIC_RS14705:LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735
NC_005823.1	-	3464663	3465381	2	246	LIC_RS14710:LIC_RS14715
NC_005823.1	-	3464665	3464952	1	101	LIC_RS14710
NC_005823.1	-	3464665	3466382	4	36	LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725
NC_005823.1	-	3464665	3466078	3	234	LIC_RS14710:LIC_RS14715:LIC_RS14720
NC_005823.1	-	3464708	3468410	8	1	LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745
NC_005823.1	-	3464708	3467342	6	4	LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735
NC_005823.1	-	3464709	3466611	5	4	LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730
NC_005823.1	-	3464723	3467819	7	1	LIC_RS14710:LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740
NC_005823.1	-	3464959	3466073	2	323	LIC_RS14715:LIC_RS14720
NC_005823.1	-	3464961	3465384	1	79	LIC_RS14715
NC_005823.1	-	3464968	3466392	3	49	LIC_RS14715:LIC_RS14720:LIC_RS14725
NC_005823.1	-	3464994	3467034	5	6	LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735
NC_005823.1	-	3465016	3469051	8	2	LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750
NC_005823.1	-	3465138	3467815	6	2	LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740
NC_005823.1	-	3465147	3466691	4	6	LIC_RS14715:LIC_RS14720:LIC_RS14725:LIC_RS14730
NC_005823.1	-	3465367	3466403	2	253	LIC_RS14720:LIC_RS14725
NC_005823.1	-	3465369	3466073	1	228	LIC_RS14720
NC_005823.1	-	3465412	3467539	4	38	LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735
NC_005823.1	-	3465416	3466698	3	36	LIC_RS14720:LIC_RS14725:LIC_RS14730
NC_005823.1	-	3465431	3467713	5	2	LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740
NC_005823.1	-	3465780	3469645	9	1	LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750:LIC_RS14755:LIC_RS14760
NC_005823.1	-	3465804	3467954	6	1	LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745
NC_005823.1	-	3466049	3469086	7	1	LIC_RS14720:LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750
NC_005823.1	-	3466074	3467524	3	111	LIC_RS14725:LIC_RS14730:LIC_RS14735
NC_005823.1	-	3466075	3466699	2	102	LIC_RS14725:LIC_RS14730
NC_005823.1	-	3466075	3466409	1	17	LIC_RS14725
NC_005823.1	-	3466107	3468465	5	9	LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745
NC_005823.1	-	3466115	3467852	4	6	LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740
NC_005823.1	-	3466192	3468959	6	3	LIC_RS14725:LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750
NC_005823.1	-	3466412	3467831	3	14	LIC_RS14730:LIC_RS14735:LIC_RS14740
NC_005823.1	-	3466412	3467539	2	296	LIC_RS14730:LIC_RS14735
NC_005823.1	-	3466412	3469743	7	3	LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750:LIC_RS14755:LIC_RS14760
NC_005823.1	-	3466413	3466699	1	33	LIC_RS14730
NC_005823.1	-	3466413	3468793	5	4	LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750
NC_005823.1	-	3466415	3469439	6	4	LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750:LIC_RS14755
NC_005823.1	-	3466416	3468306	4	10	LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745
NC_005823.1	-	3466607	3470772	8	3	LIC_RS14730:LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750:LIC_RS14755:LIC_RS14760:LIC_RS14765
NC_005823.1	-	3466695	3467543	1	324	LIC_RS14735
NC_005823.1	-	3466704	3468505	3	137	LIC_RS14735:LIC_RS14740:LIC_RS14745
NC_005823.1	-	3466719	3469440	5	11	LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750:LIC_RS14755
NC_005823.1	-	3466719	3467851	2	158	LIC_RS14735:LIC_RS14740
NC_005823.1	-	3466719	3469105	4	34	LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750
NC_005823.1	-	3466816	3470714	6	17	LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750:LIC_RS14755:LIC_RS14760
NC_005823.1	-	3467398	3470772	7	2	LIC_RS14735:LIC_RS14740:LIC_RS14745:LIC_RS14750:LIC_RS14755:LIC_RS14760:LIC_RS14765
NC_005823.1	-	3467541	3467849	1	67	LIC_RS14740
NC_005823.1	-	3467541	3468493	2	125	LIC_RS14740:LIC_RS14745
NC_005823.1	-	3467541	3469126	3	40	LIC_RS14740:LIC_RS14745:LIC_RS14750
NC_005823.1	-	3467541	3469413	4	9	LIC_RS14740:LIC_RS14745:LIC_RS14750:LIC_RS14755
NC_005823.1	-	3467541	3470550	5	16	LIC_RS14740:LIC_RS14745:LIC_RS14750:LIC_RS14755:LIC_RS14760
NC_005823.1	-	3467858	3470771	6	1	LIC_RS14740:LIC_RS14745:LIC_RS14750:LIC_RS14755:LIC_RS14760:LIC_RS14765
NC_005823.1	-	3467860	3468507	1	201	LIC_RS14745
NC_005823.1	-	3467884	3469455	3	60	LIC_RS14745:LIC_RS14750:LIC_RS14755
NC_005823.1	-	3467925	3469140	2	188	LIC_RS14745:LIC_RS14750
NC_005823.1	-	3467930	3470718	4	71	LIC_RS14745:LIC_RS14750:LIC_RS14755:LIC_RS14760
NC_005823.1	-	3468155	3471159	5	10	LIC_RS14745:LIC_RS14750:LIC_RS14755:LIC_RS14760:LIC_RS14765
NC_005823.1	-	3468491	3469139	1	353	LIC_RS14750
NC_005823.1	-	3468497	3470718	3	609	LIC_RS14750:LIC_RS14755:LIC_RS14760
NC_005823.1	-	3468505	3469461	2	487	LIC_RS14750:LIC_RS14755
NC_005823.1	-	3468575	3472228	4	76	LIC_RS14750:LIC_RS14755:LIC_RS14760:LIC_RS14765
NC_005823.1	-	3469129	3470718	2	1033	LIC_RS14755:LIC_RS14760
NC_005823.1	-	3469134	3469454	1	25	LIC_RS14755
NC_005823.1	-	3469161	3471277	3	61	LIC_RS14755:LIC_RS14760:LIC_RS14765
NC_005823.1	-	3469457	3470719	1	876	LIC_RS14760
NC_005823.1	-	3469475	3472454	2	318	LIC_RS14760:LIC_RS14765
NC_005823.1	-	3470674	3473217	1	500	LIC_RS14765
NC_005823.1	-	3472613	3474478	1	155	LIC_RS14770
NC_005823.1	-	3472615	3475695	2	96	LIC_RS14770:LIC_RS14775
NC_005823.1	-	3474505	3475496	1	46	LIC_RS14775
NC_005823.1	-	3475011	3476337	2	1	LIC_RS14775:LIC_RS14785
NC_005823.1	-	3475583	3477796	1	33	LIC_RS14785
NC_005823.1	-	3477634	3478342	1	3	LIC_RS14795
NC_005823.1	-	3479086	3482844	1	439	LIC_RS14810
NC_005823.1	-	3482325	3483028	2	13	LIC_RS14810:LIC_RS14815
NC_005823.1	-	3482779	3485797	1	73	LIC_RS14815
NC_005823.1	-	3486861	3488615	1	26	LIC_RS14825
NC_005823.1	-	3488060	3489681	1	228	LIC_RS14830
NC_005823.1	-	3490292	3492516	1	170	LIC_RS14840
NC_005823.1	-	3491505	3493120	1	56	LIC_RS14855
NC_005823.1	-	3492036	3494409	3	1	LIC_RS14855:LIC_RS14860:LIC_RS14865
NC_005823.1	-	3492350	3493599	2	3	LIC_RS14855:LIC_RS14860
NC_005823.1	-	3493125	3494251	1	114	LIC_RS14860
NC_005823.1	-	3493189	3496529	3	7	LIC_RS14860:LIC_RS14865:LIC_RS14870
NC_005823.1	-	3493257	3495038	2	18	LIC_RS14860:LIC_RS14865
NC_005823.1	-	3494272	3495035	1	25	LIC_RS14865
NC_005823.1	-	3494319	3497017	2	42	LIC_RS14865:LIC_RS14870
NC_005823.1	-	3495113	3497419	1	42	LIC_RS14870
NC_005823.1	-	3496151	3498090	2	17	LIC_RS14870:LIC_RS14875
NC_005823.1	-	3497155	3500427	3	1	LIC_RS14870:LIC_RS14875:LIC_RS14880
NC_005823.1	-	3497281	3498102	1	137	LIC_RS14875
NC_005823.1	-	3497288	3500429	2	13	LIC_RS14875:LIC_RS14880
NC_005823.1	-	3498145	3507711	1	223	LIC_RS14880
NC_005823.1	-	3509811	3512578	1	20	LIC_RS14890
NC_005823.1	-	3513577	3514941	1	9	LIC_RS14895
NC_005823.1	-	3527054	3529061	1	20	LIC_RS14935
NC_005823.1	-	3529141	3531582	1	34	LIC_RS14940
NC_005823.1	-	3543505	3545509	1	35	LIC_RS14995
NC_005823.1	-	3556466	3557622	1	32	LIC_RS15050
NC_005823.1	-	3556624	3558718	2	26	LIC_RS15050:LIC_RS15055
NC_005823.1	-	3557561	3559233	1	27	LIC_RS15055
NC_005823.1	-	3559911	3560427	1	3	LIC_RS15060
NC_005823.1	-	3561720	3561990	1	1	LIC_RS15070
NC_005823.1	-	3563113	3564534	1	14	LIC_RS15080
NC_005823.1	-	3563442	3565179	2	1	LIC_RS15080:LIC_RS15085
NC_005823.1	-	3564142	3565345	1	58	LIC_RS15085
NC_005823.1	-	3564146	3566339	2	104	LIC_RS15085:LIC_RS15090
NC_005823.1	-	3564957	3566901	3	6	LIC_RS15085:LIC_RS15090:LIC_RS15095
NC_005823.1	-	3565245	3567190	4	1	LIC_RS15085:LIC_RS15090:LIC_RS15095:LIC_RS15100
NC_005823.1	-	3565355	3566339	1	137	LIC_RS15090
NC_005823.1	-	3565573	3566578	2	23	LIC_RS15090:LIC_RS15095
NC_005823.1	-	3566358	3567025	1	9	LIC_RS15095
NC_005823.1	-	3566405	3567804	2	151	LIC_RS15095:LIC_RS15100
NC_005823.1	-	3567086	3568024	1	94	LIC_RS15100
NC_005823.1	-	3569052	3571784	2	28	LIC_RS15115:LIC_RS15120
NC_005823.1	-	3569163	3570058	1	12	LIC_RS15115
NC_005823.1	-	3569941	3572371	3	1	LIC_RS15115:LIC_RS15120:LIC_RS15125
NC_005823.1	-	3570054	3572066	1	154	LIC_RS15120
NC_005823.1	-	3570727	3572732	2	30	LIC_RS15120:LIC_RS15125
NC_005823.1	-	3571685	3573081	3	2	LIC_RS15120:LIC_RS15125:LIC_RS15130
NC_005823.1	-	3571948	3573510	4	1	LIC_RS15120:LIC_RS15125:LIC_RS15130:LIC_RS15135
NC_005823.1	-	3572078	3572783	1	32	LIC_RS15125
NC_005823.1	-	3572084	3573249	2	50	LIC_RS15125:LIC_RS15130
NC_005823.1	-	3572086	3574355	3	8	LIC_RS15125:LIC_RS15130:LIC_RS15135
NC_005823.1	-	3572088	3574568	4	1	LIC_RS15125:LIC_RS15130:LIC_RS15135:LIC_RS15140
NC_005823.1	-	3572781	3573249	1	21	LIC_RS15130
NC_005823.1	-	3572887	3574329	2	11	LIC_RS15130:LIC_RS15135
NC_005823.1	-	3573251	3574390	1	121	LIC_RS15135
NC_005823.1	-	3573254	3575593	2	129	LIC_RS15135:LIC_RS15140
NC_005823.1	-	3574407	3576018	1	233	LIC_RS15140
NC_005823.1	-	3578946	3579442	1	5	LIC_RS23370
NC_005823.1	-	3579143	3579965	2	12	LIC_RS23370:LIC_RS15165
NC_005823.1	-	3579458	3580434	1	30	LIC_RS15165
NC_005823.1	-	3584156	3586240	1	91	LIC_RS15185
NC_005823.1	-	3585187	3586751	2	24	LIC_RS15185:LIC_RS15190
NC_005823.1	-	3586246	3586482	1	3	LIC_RS15190
NC_005823.1	-	3586878	3587245	2	1	LIC_RS15190:LIC_RS15195
NC_005823.1	-	3587103	3587830	1	11	LIC_RS15195
NC_005823.1	-	3587742	3588418	2	35	LIC_RS15195:LIC_RS15200
NC_005823.1	-	3587746	3588558	3	8	LIC_RS15195:LIC_RS15200:LIC_RS15205
NC_005823.1	-	3587896	3588434	1	31	LIC_RS15200
NC_005823.1	-	3587916	3588761	2	52	LIC_RS15200:LIC_RS15205
NC_005823.1	-	3588363	3589235	1	8	LIC_RS15205
NC_005823.1	-	3588585	3590136	2	14	LIC_RS15205:LIC_RS15210
NC_005823.1	-	3589331	3590473	1	35	LIC_RS15210
NC_005823.1	-	3589459	3591327	2	640	LIC_RS15210:LIC_RS15215
NC_005823.1	-	3590495	3591236	1	152	LIC_RS15215
NC_005823.1	-	3590676	3591839	2	1	LIC_RS15215:LIC_RS15220
NC_005823.1	-	3590883	3593414	1	554	LIC_RS15220
NC_005823.1	-	3593366	3596904	1	334	LIC_RS15230
NC_005823.1	-	3601554	3602889	1	99	LIC_RS15250
NC_005823.1	-	3601847	3603395	2	66	LIC_RS15250:LIC_RS15255
NC_005823.1	-	3602904	3603411	1	8	LIC_RS15255
NC_005823.1	-	3605879	3607621	1	142	LIC_RS15275
NC_005823.1	-	3606003	3609123	3	1	LIC_RS15275:LIC_RS15280:LIC_RS15285
NC_005823.1	-	3606187	3608830	2	55	LIC_RS15275:LIC_RS15280
NC_005823.1	-	3607617	3608834	1	146	LIC_RS15280
NC_005823.1	-	3607662	3609584	2	57	LIC_RS15280:LIC_RS15285
NC_005823.1	-	3608864	3610233	1	102	LIC_RS15285
NC_005823.1	-	3611374	3612870	1	105	LIC_RS15300
NC_005823.1	-	3612683	3615240	1	93	LIC_RS15310
NC_005823.1	-	3614295	3615992	2	14	LIC_RS15310:LIC_RS15315
NC_005823.1	-	3615289	3615994	1	9	LIC_RS15315
NC_005823.1	-	3616016	3617931	1	1171	LIC_RS15325
NC_005823.1	-	3619791	3622461	1	66	LIC_RS15340
NC_005823.1	-	3620968	3623052	3	20	LIC_RS15340:LIC_RS15345:LIC_RS15350
NC_005823.1	-	3621945	3622610	2	4	LIC_RS15340:LIC_RS15345
NC_005823.1	-	3622517	3623363	2	11	LIC_RS15345:LIC_RS15350
NC_005823.1	-	3622695	3623363	1	12	LIC_RS15350
NC_005823.1	-	3623202	3626992	3	3	LIC_RS15355:LIC_RS15360:LIC_RS15365
NC_005823.1	-	3623546	3623821	1	1	LIC_RS15355
NC_005823.1	-	3624629	3626005	2	2	LIC_RS15360:LIC_RS15365
NC_005823.1	-	3624984	3626977	1	7	LIC_RS15365
NC_005823.1	-	3626769	3627349	2	2	LIC_RS15365:LIC_RS15370
NC_005823.1	-	3630248	3633725	1	49	LIC_RS15380
NC_005823.1	-	3633646	3634397	2	2	LIC_RS15380:LIC_RS15385
NC_005823.1	-	3633987	3635212	1	4	LIC_RS15385
NC_005823.1	-	3635340	3636230	1	11	LIC_RS15390
NC_005823.1	-	3636221	3638547	1	44	LIC_RS15395
NC_005823.1	-	3638338	3639242	2	8	LIC_RS15395:LIC_RS15400
NC_005823.1	-	3638642	3639679	1	523	LIC_RS15400
NC_005823.1	-	3640601	3642297	1	23	LIC_RS15410
NC_005823.1	-	3641087	3643156	2	32	LIC_RS15410:LIC_RS15415
NC_005823.1	-	3642294	3643149	1	16	LIC_RS15415
NC_005823.1	-	3643444	3643911	2	2	LIC_RS15420:LIC_RS15425
NC_005823.1	-	3643555	3646148	1	14	LIC_RS15425
NC_005823.1	-	3646337	3647357	1	7	LIC_RS15430
NC_005823.1	-	3646647	3647844	2	3	LIC_RS15430:LIC_RS15435
NC_005823.1	-	3647415	3648277	1	3	LIC_RS15435
NC_005823.1	-	3647596	3649283	2	6	LIC_RS15435:LIC_RS15440
NC_005823.1	-	3648269	3650589	1	38	LIC_RS15440
NC_005823.1	-	3652822	3655305	1	99	LIC_RS15450
NC_005823.1	-	3656624	3658050	1	34	LIC_RS15460
NC_005823.1	-	3659427	3660525	1	17	LIC_RS15470
NC_005823.1	-	3660271	3661075	1	37	LIC_RS15475
NC_005823.1	-	3660514	3662924	2	23	LIC_RS15475:LIC_RS15480
NC_005823.1	-	3661065	3663143	1	260	LIC_RS15480
NC_005823.1	-	3664534	3665576	1	18	LIC_RS15490
NC_005823.1	-	3668698	3670295	1	111	LIC_RS15505
NC_005823.1	-	3670338	3671718	1	70	LIC_RS15510
NC_005823.1	-	3671285	3672535	2	10	LIC_RS15510:LIC_RS15515
NC_005823.1	-	3671748	3673067	1	33	LIC_RS15515
NC_005823.1	-	3673304	3676795	1	294	LIC_RS15520
NC_005823.1	-	3677527	3678851	1	19	LIC_RS15525
NC_005823.1	-	3677707	3679407	2	38	LIC_RS15525:LIC_RS15530
NC_005823.1	-	3678882	3679332	1	5	LIC_RS15530
NC_005823.1	-	3680230	3683849	1	299	LIC_RS15540
NC_005823.1	-	3688147	3689394	1	78	LIC_RS15565
NC_005823.1	-	3690404	3691927	1	45	LIC_RS15575
NC_005823.1	-	3692734	3693957	1	23	LIC_RS15585
NC_005823.1	-	3695076	3696417	1	444	LIC_RS15590
NC_005823.1	-	3696767	3698313	1	92	LIC_RS15595
NC_005823.1	-	3697992	3698684	2	7	LIC_RS15595:LIC_RS22780
NC_005823.1	-	3698263	3699306	1	10	LIC_RS22780
NC_005823.1	-	3707381	3708131	1	8	LIC_RS15620
NC_005823.1	-	3707745	3709081	2	7	LIC_RS15620:LIC_RS15625
NC_005823.1	-	3708144	3709586	1	45	LIC_RS15625
NC_005823.1	-	3709886	3711927	1	55	LIC_RS15630
NC_005823.1	-	3713739	3716079	1	75	LIC_RS15660
NC_005823.1	-	3715890	3717048	1	28	LIC_RS15665
NC_005823.1	-	3717529	3719018	1	292	LIC_RS15670
NC_005823.1	-	3718013	3719853	2	3	LIC_RS15670:LIC_RS15675
NC_005823.1	-	3719140	3720813	1	151	LIC_RS15675
NC_005823.1	-	3721379	3722615	1	76	LIC_RS15685
NC_005823.1	-	3726274	3727822	1	23	LIC_RS15705
NC_005823.1	-	3728020	3729294	1	30	LIC_RS15715
NC_005823.1	-	3729946	3731445	1	9	LIC_RS15730
NC_005823.1	-	3730435	3731931	2	6	LIC_RS15730:LIC_RS15735
NC_005823.1	-	3731026	3732087	1	37	LIC_RS15735
NC_005823.1	-	3731425	3732829	2	5	LIC_RS15735:LIC_RS15740
NC_005823.1	-	3731952	3732979	1	12	LIC_RS15740
NC_005823.1	-	3735397	3736834	1	339	LIC_RS15750
NC_005823.1	-	3739365	3741011	1	106	LIC_RS15770
NC_005823.1	-	3740011	3741806	2	12	LIC_RS15770:LIC_RS15775
NC_005823.1	-	3740491	3742349	1	264	LIC_RS15775
NC_005823.1	-	3744011	3745670	1	34	LIC_RS21695
NC_005823.1	-	3745749	3746814	1	14	LIC_RS15800
NC_005823.1	-	3746361	3748460	1	47	LIC_RS15805
NC_005823.1	-	3748291	3749647	1	34	LIC_RS15810
NC_005823.1	-	3753299	3754727	1	223	LIC_RS15820
NC_005823.1	-	3753842	3757014	2	184	LIC_RS15820:LIC_RS15825
NC_005823.1	-	3754641	3758651	1	264	LIC_RS15825
NC_005823.1	-	3759085	3760304	1	25	LIC_RS15830
NC_005823.1	-	3759137	3761167	2	16	LIC_RS15830:LIC_RS15835
NC_005823.1	-	3760409	3761597	1	50	LIC_RS15835
NC_005823.1	-	3764073	3764998	1	30	LIC_RS15850
NC_005823.1	-	3764477	3765977	2	10	LIC_RS15850:LIC_RS15855
NC_005823.1	-	3765033	3766015	1	30	LIC_RS15855
NC_005823.1	-	3768445	3769618	1	47	LIC_RS15870
NC_005823.1	-	3768734	3770972	3	14	LIC_RS15870:LIC_RS15875:LIC_RS15880
NC_005823.1	-	3768891	3770353	2	93	LIC_RS15870:LIC_RS15875
NC_005823.1	-	3769574	3770350	1	79	LIC_RS15875
NC_005823.1	-	3769632	3770974	2	173	LIC_RS15875:LIC_RS15880
NC_005823.1	-	3770366	3771723	1	221	LIC_RS15880
NC_005823.1	-	3778285	3781962	1	194	LIC_RS15910
NC_005823.1	-	3786930	3787944	1	34	LIC_RS15950
NC_005823.1	-	3789039	3793325	1	38	LIC_RS15960
NC_005823.1	-	3794081	3795265	1	22	LIC_RS15965
NC_005823.1	-	3794146	3795720	2	5	LIC_RS15965:LIC_RS15970
NC_005823.1	-	3794529	3796252	3	10	LIC_RS15965:LIC_RS15970:LIC_RS15975
NC_005823.1	-	3795258	3795621	1	3	LIC_RS15970
NC_005823.1	-	3795258	3796399	2	55	LIC_RS15970:LIC_RS15975
NC_005823.1	-	3795811	3797037	1	25	LIC_RS15975
NC_005823.1	-	3801983	3803225	1	24	LIC_RS15990
NC_005823.1	-	3802379	3803784	2	12	LIC_RS15990:LIC_RS15995
NC_005823.1	-	3803267	3804212	1	17	LIC_RS15995
NC_005823.1	-	3803459	3805023	2	12	LIC_RS15995:LIC_RS16000
NC_005823.1	-	3804123	3806149	3	1	LIC_RS15995:LIC_RS16000:LIC_RS16005
NC_005823.1	-	3804292	3805762	1	63	LIC_RS16000
NC_005823.1	-	3805076	3807775	2	15	LIC_RS16000:LIC_RS16005
NC_005823.1	-	3805759	3808114	1	85	LIC_RS16005
NC_005823.1	-	3808146	3808645	1	4	LIC_RS16010
NC_005823.1	-	3810220	3812479	1	26	LIC_RS21710
NC_005823.1	-	3812688	3813936	1	24	LIC_RS16035
NC_005823.1	-	3816651	3818004	1	18	LIC_RS16050
NC_005823.1	-	3819913	3821480	1	24	LIC_RS16060
NC_005823.1	-	3823269	3824628	1	26	LIC_RS16080
NC_005823.1	-	3827690	3829083	1	23	LIC_RS16090
NC_005823.1	-	3828710	3829735	2	17	LIC_RS16090:LIC_RS16095
NC_005823.1	-	3829183	3830104	1	102	LIC_RS16095
NC_005823.1	-	3835386	3836057	1	12	LIC_RS16110
NC_005823.1	-	3835483	3836822	2	3	LIC_RS16110:LIC_RS16115
NC_005823.1	-	3836457	3837091	1	1	LIC_RS16115
NC_005823.1	-	3836807	3837511	2	1	LIC_RS16115:LIC_RS16120
NC_005823.1	-	3836929	3839162	1	29	LIC_RS16120
NC_005823.1	-	3848267	3849977	1	26	LIC_RS16145
NC_005823.1	-	3851198	3852052	1	50	LIC_RS16165
NC_005823.1	-	3851371	3852607	2	20	LIC_RS16165:LIC_RS16170
NC_005823.1	-	3851541	3853315	3	14	LIC_RS16165:LIC_RS16170:LIC_RS16175
NC_005823.1	-	3852080	3852628	1	28	LIC_RS16170
NC_005823.1	-	3852114	3853554	2	76	LIC_RS16170:LIC_RS16175
NC_005823.1	-	3852639	3853971	1	106	LIC_RS16175
NC_005823.1	-	3853979	3854648	2	1	LIC_RS16175:LIC_RS16180
NC_005823.1	-	3854022	3856769	1	121	LIC_RS16180
NC_005823.1	-	3855530	3857872	2	93	LIC_RS16180:LIC_RS16185
NC_005823.1	-	3856803	3858641	1	46	LIC_RS16185
NC_005823.1	-	3863096	3864888	1	35	LIC_RS16215
NC_005823.1	-	3865502	3866702	1	102	LIC_RS16225
NC_005823.1	-	3865568	3867553	2	129	LIC_RS16225:LIC_RS16230
NC_005823.1	-	3866710	3867505	1	127	LIC_RS16230
NC_005823.1	-	3871627	3873194	1	278	LIC_RS16270
NC_005823.1	-	3871926	3873865	2	22	LIC_RS16270:LIC_RS16275
NC_005823.1	-	3873083	3874309	3	3	LIC_RS16270:LIC_RS16275:LIC_RS16280
NC_005823.1	-	3873159	3874001	1	59	LIC_RS16275
NC_005823.1	-	3873174	3874435	2	34	LIC_RS16275:LIC_RS16280
NC_005823.1	-	3873865	3875438	3	9	LIC_RS16275:LIC_RS16280:LIC_RS16285
NC_005823.1	-	3874055	3875437	2	54	LIC_RS16280:LIC_RS16285
NC_005823.1	-	3874065	3874278	1	2	LIC_RS16280
NC_005823.1	-	3874457	3875694	1	79	LIC_RS16285
NC_005823.1	-	3878395	3879879	1	289	LIC_RS16300
NC_005823.1	-	3878957	3881045	2	31	LIC_RS16300:LIC_RS16305
NC_005823.1	-	3879911	3881470	1	36	LIC_RS16305
NC_005823.1	-	3881318	3881969	2	1	LIC_RS16305:LIC_RS16310
NC_005823.1	-	3881359	3882271	1	15	LIC_RS16310
NC_005823.1	-	3882531	3883003	1	6	LIC_RS23200
NC_005823.1	-	3887677	3889183	1	72	LIC_RS16340
NC_005823.1	-	3890896	3891855	2	41	LIC_RS16350:LIC_RS16355
NC_005823.1	-	3891038	3892465	3	28	LIC_RS16350:LIC_RS16355:LIC_RS16360
NC_005823.1	-	3891150	3891366	1	3	LIC_RS16350
NC_005823.1	-	3891446	3891846	1	7	LIC_RS16355
NC_005823.1	-	3891448	3892356	2	18	LIC_RS16355:LIC_RS16360
NC_005823.1	-	3891916	3892802	1	73	LIC_RS16360
NC_005823.1	-	3893274	3894607	1	19	LIC_RS16370
NC_005823.1	-	3893884	3895195	2	9	LIC_RS16370:LIC_RS16375
NC_005823.1	-	3894555	3895748	1	196	LIC_RS16375
NC_005823.1	-	3895880	3897289	1	18	LIC_RS16380
NC_005823.1	-	3896557	3897797	2	4	LIC_RS16380:LIC_RS16385
NC_005823.1	-	3897242	3899034	1	17	LIC_RS16385
NC_005823.1	-	3898987	3900171	1	28	LIC_RS16390
NC_005823.1	-	3900815	3902604	1	49	LIC_RS16395
NC_005823.1	-	3902449	3903627	2	12	LIC_RS16400:LIC_RS16405
NC_005823.1	-	3902479	3903019	1	1	LIC_RS16400
NC_005823.1	-	3903170	3903627	1	9	LIC_RS16405
NC_005823.1	-	3903469	3904417	2	1	LIC_RS16405:LIC_RS16410
NC_005823.1	-	3904065	3905717	1	12	LIC_RS16410
NC_005823.1	-	3906788	3909989	1	196	LIC_RS16420
NC_005823.1	-	3909991	3911606	1	30	LIC_RS16425
NC_005823.1	-	3918618	3920568	1	43	LIC_RS16445
NC_005823.1	-	3923940	3928670	1	158	LIC_RS16465
NC_005823.1	-	3927873	3929382	2	1	LIC_RS16465:LIC_RS16470
NC_005823.1	-	3928549	3930549	1	34	LIC_RS16470
